pattern_type_id,pattern_boundary_type,pattern_duration_weeks,pattern_height_pct,measured_move_target_pct,reward_risk_ratio,pattern_touches_upper,pattern_touches_lower,breakout_direction,trend_direction_lt,weekly_chart_alignment,breakout_strength_pct,gap_breakout,last_day_rule_stop_pct,oi_change_in_pattern_pct,volume_breakout_vs_avg,news_sentiment_vs_pattern,pattern_obviousness_score,symbol,entry_date,entry_price,breakout_success
1.0,0.0,5.2,9.728,9.728,2.546,2.0,1.0,1.0,1.0,1.0,-2.063,0.0,3.821,0.0,0.922,0.0,0.304,BHARTIARTL,2020-07-06 00:00:00,565.9738159179688,0
1.0,0.0,6.2,9.776,9.776,3.946,2.0,1.0,1.0,1.0,1.0,-3.2,0.0,2.477,0.0,0.642,0.0,0.317,BHARTIARTL,2020-07-13 00:00:00,575.98583984375,0
6.0,0.0,12.0,25.786,25.786,1.642,1.0,2.0,-1.0,1.0,0.0,-17.073,0.0,15.706,0.0,0.558,0.0,0.671,BHARTIARTL,2020-07-20 00:00:00,565.1395263671875,1
0.0,0.0,3.0,7.944,7.944,2.197,1.0,2.0,-1.0,0.0,0.0,-1.112,0.0,3.616,0.0,0.724,0.0,0.284,BHARTIARTL,2020-07-27 00:00:00,549.18896484375,0
0.0,0.0,4.0,9.901,9.901,3.267,1.0,2.0,-1.0,0.0,0.0,-2.173,0.0,3.03,0.0,0.925,0.0,0.328,BHARTIARTL,2020-08-03 00:00:00,537.2628784179688,0
0.0,0.0,5.0,9.989,9.989,2.125,1.0,2.0,-1.0,0.0,0.0,-3.269,0.0,4.702,0.0,0.52,0.0,0.354,BHARTIARTL,2020-08-10 00:00:00,548.5509643554688,1
0.0,0.0,6.0,13.603,13.603,7.637,1.0,2.0,-1.0,0.0,0.0,-0.83,0.0,1.781,0.0,1.266,0.0,0.476,BHARTIARTL,2020-08-17 00:00:00,511.7911071777344,0
0.0,0.0,7.0,15.286,15.286,50.952,1.0,2.0,-1.0,0.0,0.0,-0.824,0.0,0.3,0.0,1.48,0.0,0.545,BHARTIARTL,2020-08-24 00:00:00,517.1897583007812,0
6.0,0.0,12.0,16.964,16.964,14.557,1.0,2.0,-1.0,-1.0,1.0,-3.041,0.0,1.165,0.0,1.329,0.0,0.557,BHARTIARTL,2020-08-31 00:00:00,503.6440734863281,0
6.0,0.0,12.0,16.974,16.974,5.98,1.0,3.0,-1.0,0.0,0.0,-2.982,1.0,2.839,0.0,1.367,0.0,0.556,BHARTIARTL,2020-09-07 00:00:00,505.9507751464844,1
6.0,0.0,12.0,22.018,22.018,10.023,1.0,1.0,-1.0,-1.0,1.0,-0.635,0.0,2.197,0.0,0.757,0.0,0.682,BHARTIARTL,2020-09-14 00:00:00,465.3628234863281,0
6.0,0.0,12.0,25.983,25.983,41.452,1.0,2.0,-1.0,-1.0,1.0,-5.605,0.0,0.627,0.0,2.456,0.0,0.802,BHARTIARTL,2020-09-21 00:00:00,459.12982177734375,0
6.0,0.0,12.0,41.09,41.09,34.085,1.0,1.0,-1.0,-1.0,1.0,-5.647,0.0,1.206,0.0,1.38,0.0,1.0,BHARTIARTL,2020-09-28 00:00:00,435.4739685058594,0
6.0,0.0,12.0,42.561,42.561,13.843,1.0,2.0,-1.0,-1.0,1.0,-1.994,0.0,3.075,0.0,0.602,0.0,1.0,BHARTIARTL,2020-10-06 00:00:00,418.88543701171875,0
6.0,0.0,12.0,41.429,41.429,11.058,2.0,1.0,-1.0,-1.0,1.0,-0.777,0.0,3.747,0.0,0.571,0.0,1.0,BHARTIARTL,2020-10-13 00:00:00,407.64642333984375,0
6.0,0.0,12.0,46.882,46.882,26.827,1.0,2.0,-1.0,-1.0,1.0,-0.939,0.0,1.748,0.0,0.661,0.0,1.0,BHARTIARTL,2020-10-20 00:00:00,397.5362548828125,0
6.0,0.0,12.0,39.396,39.396,31.667,2.0,2.0,-1.0,-1.0,1.0,-10.165,0.0,1.244,0.0,0.455,0.0,1.0,BHARTIARTL,2020-10-27 00:00:00,425.3638000488281,0
5.0,0.0,12.0,30.599,30.599,1.381,1.0,2.0,1.0,-1.0,0.0,-19.044,0.0,22.162,0.0,0.989,0.0,1.0,BHARTIARTL,2020-11-03 00:00:00,446.22216796875,1
5.0,0.0,12.0,31.646,31.646,2.397,1.0,2.0,1.0,-1.0,0.0,-15.599,0.0,13.205,0.0,0.866,0.0,0.981,BHARTIARTL,2020-11-10 00:00:00,457.8047180175781,1
5.0,0.0,12.0,31.315,31.315,3.445,1.0,2.0,1.0,-1.0,0.0,-13.864,1.0,9.091,0.0,0.142,0.0,0.991,BHARTIARTL,2020-11-17 00:00:00,475.6202392578125,0
5.0,0.0,12.0,32.157,32.157,4.342,1.0,2.0,1.0,0.0,0.0,-14.624,1.0,7.406,0.0,0.373,0.0,0.995,BHARTIARTL,2020-11-24 00:00:00,465.5100402832031,0
1.0,0.0,11.0,20.967,20.967,3.061,3.0,2.0,1.0,0.0,0.0,-3.657,0.0,6.849,0.0,0.825,0.0,0.651,BHARTIARTL,2020-12-02 00:00:00,475.9637756347656,1
1.0,0.0,12.0,24.746,24.746,82.485,1.0,2.0,1.0,1.0,1.0,-2.45,1.0,0.3,0.0,0.874,0.0,0.771,BHARTIARTL,2020-12-09 00:00:00,493.779296875,0
5.0,0.0,12.0,24.246,24.246,20.041,1.0,2.0,1.0,1.0,1.0,-2.334,0.0,1.21,0.0,0.64,0.0,0.8,BHARTIARTL,2020-12-16 00:00:00,506.68695068359375,0
5.0,0.0,12.0,25.685,25.685,8.712,1.0,2.0,1.0,1.0,1.0,-4.249,0.0,2.948,0.0,1.143,0.0,0.887,BHARTIARTL,2020-12-23 00:00:00,497.8528137207031,0
6.0,0.0,12.0,31.166,31.166,1.376,2.0,2.0,-1.0,1.0,0.0,-31.003,0.0,22.648,0.0,0.578,0.0,0.942,BHARTIARTL,2020-12-31 00:00:00,500.3067321777344,0
1.0,0.0,3.8,9.695,9.695,2.695,1.0,1.0,1.0,1.0,1.0,-1.213,0.0,3.598,0.0,2.007,0.0,0.407,BHARTIARTL,2021-01-07 00:00:00,535.2015991210938,1
1.0,0.0,4.8,22.677,22.677,75.591,1.0,1.0,1.0,1.0,1.0,-3.897,1.0,0.3,0.0,4.29,0.0,0.829,BHARTIARTL,2021-01-14 00:00:00,569.85107421875,0
1.0,0.0,5.8,24.178,24.178,80.593,1.0,1.0,1.0,1.0,1.0,-2.375,0.0,0.3,0.0,0.648,0.0,0.886,BHARTIARTL,2021-01-21 00:00:00,570.6362915039062,0
1.0,0.0,6.8,24.011,24.011,80.037,1.0,1.0,1.0,1.0,1.0,-6.509,0.0,0.3,0.0,0.771,0.0,0.853,BHARTIARTL,2021-01-29 00:00:00,543.397705078125,0
5.0,0.0,12.0,27.364,27.364,33.202,2.0,3.0,1.0,1.0,1.0,-3.596,0.0,0.824,0.0,2.76,0.0,1.0,BHARTIARTL,2021-02-05 00:00:00,570.3909301757812,0
5.0,0.0,12.0,27.479,27.479,18.06,2.0,3.0,1.0,1.0,1.0,-3.997,0.0,1.521,0.0,0.958,0.0,0.996,BHARTIARTL,2021-02-12 00:00:00,575.4459838867188,0
6.0,0.0,12.0,34.655,34.655,1.328,2.0,3.0,-1.0,1.0,0.0,-28.431,0.0,26.094,0.0,1.083,0.0,1.0,BHARTIARTL,2021-02-19 00:00:00,570.6362915039062,0
6.0,0.0,12.0,30.728,30.728,1.497,2.0,2.0,-1.0,1.0,0.0,-22.184,0.0,20.53,0.0,0.781,0.0,0.924,BHARTIARTL,2021-02-26 00:00:00,546.0479736328125,0
6.0,0.0,12.0,28.397,28.397,3.326,2.0,1.0,-1.0,1.0,0.0,-12.382,0.0,8.538,0.0,0.728,0.0,0.859,BHARTIARTL,2021-03-05 00:00:00,522.9810180664062,0
6.0,0.0,12.0,27.673,27.673,8.631,2.0,1.0,-1.0,0.0,0.0,-9.174,0.0,3.206,0.0,0.473,0.0,0.847,BHARTIARTL,2021-03-15 00:00:00,513.2144165039062,0
6.0,0.0,12.0,24.566,24.566,4.523,2.0,1.0,-1.0,0.0,0.0,-6.33,0.0,5.432,0.0,2.007,0.0,0.76,BHARTIARTL,2021-03-22 00:00:00,518.2694702148438,0
6.0,0.0,12.0,24.22,24.22,8.122,2.0,1.0,-1.0,-1.0,1.0,-4.594,0.0,2.982,0.0,0.452,0.0,0.74,BHARTIARTL,2021-03-30 00:00:00,511.8892822265625,0
6.0,0.0,12.0,23.196,23.196,21.849,2.0,1.0,-1.0,-1.0,1.0,-6.536,0.0,1.062,0.0,0.543,0.0,0.736,BHARTIARTL,2021-04-07 00:00:00,531.6188354492188,0
5.0,0.0,12.0,21.264,21.264,2.149,2.0,1.0,1.0,-1.0,0.0,-13.941,0.0,9.896,0.0,0.302,0.0,0.768,BHARTIARTL,2021-04-15 00:00:00,529.4103393554688,0
1.0,0.0,5.6,8.999,8.999,1.58,2.0,1.0,1.0,-1.0,0.0,-3.438,0.0,5.697,0.0,0.519,0.0,0.396,BHARTIARTL,2021-04-23 00:00:00,512.968994140625,1
1.0,0.0,6.6,8.951,8.951,2.06,4.0,1.0,1.0,-1.0,0.0,-1.664,1.0,4.346,0.0,0.722,0.0,0.407,BHARTIARTL,2021-04-30 00:00:00,526.8582153320312,0
1.0,0.0,7.6,11.662,11.662,3.961,3.0,1.0,1.0,-1.0,0.0,-1.272,0.0,2.945,0.0,0.753,0.0,0.506,BHARTIARTL,2021-05-07 00:00:00,558.0231323242188,0
1.0,0.0,8.6,13.466,13.466,4.08,2.0,1.0,1.0,0.0,0.0,-2.877,0.0,3.301,0.0,0.653,0.0,0.598,BHARTIARTL,2021-05-17 00:00:00,539.5205078125,0
1.0,0.0,9.6,13.333,13.333,1.315,2.0,1.0,1.0,0.0,0.0,-7.981,0.0,10.14,0.0,0.84,0.0,0.59,BHARTIARTL,2021-05-24 00:00:00,517.0916137695312,1
10.0,0.0,6.4,10.139,10.139,1.034,2.0,5.0,1.0,0.0,0.0,-9.255,0.0,9.809,0.0,0.94,0.0,0.467,BHARTIARTL,2021-05-31 00:00:00,525.0423583984375,1
0.0,0.0,7.6,11.277,11.277,3.429,2.0,5.0,-1.0,0.0,0.0,-2.739,0.0,3.289,0.0,0.46,0.0,0.495,BHARTIARTL,2021-06-07 00:00:00,526.5637817382812,0
0.0,0.0,8.6,11.277,11.277,1.889,2.0,5.0,-1.0,0.0,0.0,-4.311,0.0,5.971,0.0,0.738,0.0,0.499,BHARTIARTL,2021-06-14 00:00:00,529.4103393554688,0
0.0,0.0,9.6,11.276,11.276,2.533,2.0,6.0,-1.0,0.0,0.0,-3.905,0.0,4.451,0.0,1.435,0.0,0.495,BHARTIARTL,2021-06-21 00:00:00,529.6557006835938,0
10.0,0.0,4.4,5.947,5.947,1.481,3.0,3.0,1.0,0.0,0.0,-2.974,0.0,4.016,0.0,0.589,0.0,0.339,BHARTIARTL,2021-06-28 00:00:00,521.4105224609375,1
10.0,0.0,5.4,5.947,5.947,1.041,3.0,4.0,1.0,0.0,0.0,-4.805,0.0,5.712,0.0,1.464,0.0,0.346,BHARTIARTL,2021-07-05 00:00:00,514.2941284179688,1
10.0,0.0,6.4,5.947,5.947,1.151,3.0,5.0,1.0,0.0,0.0,-2.765,0.0,5.168,0.0,0.83,0.0,0.351,BHARTIARTL,2021-07-12 00:00:00,519.8890991210938,1
10.0,0.0,7.4,5.947,5.947,1.284,3.0,5.0,1.0,0.0,0.0,-1.877,0.0,4.633,0.0,1.287,0.0,0.35,BHARTIARTL,2021-07-19 00:00:00,528.5269165039062,1
9.0,0.0,6.6,8.025,8.025,1.195,1.0,3.0,-1.0,0.0,0.0,-4.827,0.0,6.715,0.0,0.573,0.0,0.376,BHARTIARTL,2021-07-27 00:00:00,530.5881958007812,0
9.0,0.0,7.6,11.118,11.118,1.132,1.0,3.0,-1.0,1.0,0.0,-8.892,0.0,9.817,0.0,0.652,0.0,0.497,BHARTIARTL,2021-08-03 00:00:00,569.5075073242188,0
5.0,0.0,12.0,16.738,16.738,55.792,2.0,6.0,1.0,1.0,1.0,-3.191,0.0,0.3,0.0,0.817,0.0,0.826,BHARTIARTL,2021-08-10 00:00:00,610.7334594726562,0
5.0,0.0,12.0,19.762,19.762,61.121,1.0,5.0,1.0,1.0,1.0,-1.545,0.0,0.323,0.0,0.851,0.0,1.0,BHARTIARTL,2021-08-17 00:00:00,614.8070068359375,0
5.0,0.0,12.0,20.158,20.158,40.984,1.0,3.0,1.0,1.0,1.0,-3.711,0.0,0.492,0.0,0.481,0.0,0.941,BHARTIARTL,2021-08-25 00:00:00,601.1631469726562,0
5.0,0.0,12.0,22.453,22.453,3.818,1.0,3.0,1.0,1.0,1.0,-0.606,1.0,5.881,0.0,4.321,0.0,0.995,BHARTIARTL,2021-09-01 00:00:00,654.118896484375,0
5.0,0.0,12.0,24.085,24.085,7.162,1.0,3.0,1.0,1.0,1.0,-1.462,0.0,3.363,0.0,1.9,0.0,1.0,BHARTIARTL,2021-09-08 00:00:00,655.5421752929688,0
5.0,0.0,12.0,29.628,29.628,7.324,1.0,3.0,1.0,1.0,1.0,-1.286,0.0,4.045,0.0,3.511,0.0,1.0,BHARTIARTL,2021-09-16 00:00:00,705.35693359375,0
5.0,0.0,12.0,30.375,30.375,83.301,1.0,3.0,1.0,1.0,1.0,-1.89,0.0,0.365,0.0,0.929,0.0,1.0,BHARTIARTL,2021-09-23 00:00:00,713.4058227539062,0
5.0,0.0,12.0,32.794,32.794,45.986,1.0,7.0,1.0,1.0,1.0,-6.091,0.0,0.713,0.0,0.862,0.0,1.0,BHARTIARTL,2021-09-30 00:00:00,688.2999877929688,0
6.0,0.0,12.0,43.425,43.425,1.2,1.0,3.0,-1.0,1.0,0.0,-34.681,0.0,36.173,0.0,0.519,0.0,1.0,BHARTIARTL,2021-10-07 00:00:00,692.5,0
6.0,0.0,12.0,42.715,42.715,1.342,1.0,2.0,-1.0,1.0,0.0,-34.389,0.0,31.838,0.0,0.353,0.0,1.0,BHARTIARTL,2021-10-14 00:00:00,685.7999877929688,0
6.0,0.0,12.0,40.117,40.117,1.171,1.0,2.0,-1.0,1.0,0.0,-32.261,0.0,34.257,0.0,0.453,0.0,1.0,BHARTIARTL,2021-10-22 00:00:00,694.5,0
6.0,0.0,12.0,32.902,32.902,1.372,1.0,1.0,-1.0,1.0,0.0,-25.013,0.0,23.976,0.0,0.461,0.0,0.947,BHARTIARTL,2021-10-29 00:00:00,685.3499755859375,0
6.0,0.0,12.0,27.113,27.113,1.76,1.0,2.0,-1.0,1.0,0.0,-22.243,0.0,15.402,0.0,0.06,0.0,0.842,BHARTIARTL,2021-11-08 00:00:00,709.0,0
6.0,0.0,12.0,27.89,27.89,1.317,1.0,2.0,-1.0,1.0,0.0,-29.635,0.0,21.176,0.0,0.546,0.0,0.873,BHARTIARTL,2021-11-15 00:00:00,737.5499877929688,0
6.0,0.0,12.0,30.344,30.344,1.179,1.0,2.0,-1.0,1.0,0.0,-29.391,0.0,25.748,0.0,2.169,0.0,0.934,BHARTIARTL,2021-11-23 00:00:00,758.9000244140625,0
10.0,0.0,3.4,11.25,11.25,1.054,1.0,2.0,1.0,0.0,0.0,-10.067,0.0,10.674,0.0,0.784,0.0,0.427,BHARTIARTL,2021-12-14 00:00:00,691.5999755859375,0
0.0,0.0,5.0,20.074,20.074,66.913,1.0,1.0,-1.0,0.0,0.0,-2.038,1.0,0.3,0.0,1.036,0.0,0.722,BHARTIARTL,2021-12-21 00:00:00,667.0,0
0.0,0.0,6.0,20.265,20.265,36.016,1.0,1.0,-1.0,0.0,0.0,-4.751,0.0,0.563,0.0,0.349,0.0,0.763,BHARTIARTL,2021-12-28 00:00:00,680.0499877929688,0
17.0,1.0,5.0,15.944,15.944,3.147,1.0,1.0,-1.0,0.0,0.0,-7.162,0.0,5.067,0.0,0.366,0.0,0.681,BHARTIARTL,2022-01-04 00:00:00,697.4500122070312,0
17.0,1.0,5.0,11.695,11.695,2.122,2.0,1.0,-1.0,0.0,0.0,-9.278,0.0,5.51,0.0,0.481,0.0,0.585,BHARTIARTL,2022-01-11 00:00:00,703.4500122070312,0
1.0,0.0,6.2,12.589,12.589,41.963,3.0,1.0,1.0,0.0,0.0,-0.958,0.0,0.3,0.0,0.579,0.0,0.63,BHARTIARTL,2022-01-18 00:00:00,714.3499755859375,0
1.0,0.0,7.2,12.604,12.604,2.204,3.0,1.0,1.0,0.0,0.0,-6.219,0.0,5.718,0.0,1.505,0.0,0.597,BHARTIARTL,2022-01-25 00:00:00,711.8499755859375,0
20.0,1.0,7.6,16.077,16.077,1.889,1.0,1.0,-1.0,0.0,0.0,-12.083,0.0,8.511,0.0,0.614,0.0,0.66,BHARTIARTL,2022-02-02 00:00:00,725.0499877929688,0
1.0,0.0,5.0,9.877,9.877,0.857,1.0,1.0,1.0,0.0,0.0,-5.63,0.0,11.523,0.0,0.613,0.0,0.397,BHARTIARTL,2022-02-16 00:00:00,721.7999877929688,0
13.0,1.0,4.2,11.316,11.316,3.048,1.0,1.0,-1.0,0.0,0.0,-3.233,1.0,3.713,0.0,1.22,0.0,0.401,BHARTIARTL,2022-02-23 00:00:00,704.4000244140625,0
21.0,1.0,4.6,14.907,14.907,1.745,1.0,1.0,1.0,0.0,0.0,-10.577,0.0,8.542,0.0,1.411,0.0,0.58,BHARTIARTL,2022-03-03 00:00:00,672.0499877929688,1
6.0,0.0,12.0,16.631,16.631,17.692,1.0,1.0,-1.0,0.0,0.0,-8.216,0.0,0.94,0.0,1.323,0.0,0.663,BHARTIARTL,2022-03-10 00:00:00,697.75,0
21.0,1.0,6.6,15.792,15.792,4.957,1.0,1.0,1.0,0.0,0.0,-5.57,1.0,3.186,0.0,0.541,0.0,0.62,BHARTIARTL,2022-03-17 00:00:00,722.9000244140625,0
9.0,0.0,5.0,13.959,13.959,1.277,3.0,1.0,-1.0,0.0,0.0,-10.54,1.0,10.931,0.0,0.535,0.0,0.511,BHARTIARTL,2022-03-25 00:00:00,709.3499755859375,0
1.0,0.0,6.4,17.985,17.985,59.949,1.0,1.0,1.0,0.0,0.0,-1.942,0.0,0.3,0.0,1.052,0.0,0.713,BHARTIARTL,2022-04-01 00:00:00,758.5,0
1.0,0.0,7.4,19.47,19.47,64.901,2.0,1.0,1.0,1.0,1.0,-2.344,0.0,0.3,0.0,0.85,0.0,0.779,BHARTIARTL,2022-04-08 00:00:00,762.0999755859375,0
1.0,0.0,8.4,19.472,19.472,32.858,2.0,1.0,1.0,0.0,0.0,-6.558,0.0,0.593,0.0,1.328,0.0,0.796,BHARTIARTL,2022-04-19 00:00:00,723.5,0
20.0,1.0,9.0,20.305,20.305,3.138,2.0,1.0,-1.0,0.0,0.0,-15.704,0.0,6.47,0.0,0.531,0.0,0.813,BHARTIARTL,2022-04-26 00:00:00,756.2999877929688,0
0.0,0.0,6.0,11.388,11.388,5.375,2.0,1.0,-1.0,0.0,0.0,-6.233,1.0,2.118,0.0,0.622,0.0,0.492,BHARTIARTL,2022-05-04 00:00:00,722.4000244140625,1
0.0,0.0,7.0,11.296,11.296,37.652,2.0,1.0,-1.0,0.0,0.0,-3.124,0.0,0.3,0.0,1.077,0.0,0.486,BHARTIARTL,2022-05-11 00:00:00,722.8499755859375,0
0.0,0.0,8.0,13.666,13.666,45.554,2.0,1.0,-1.0,0.0,0.0,-4.031,0.0,0.3,0.0,0.76,0.0,0.576,BHARTIARTL,2022-05-18 00:00:00,696.1500244140625,0
0.0,0.0,9.0,15.141,15.141,50.468,2.0,1.0,-1.0,0.0,0.0,-1.55,0.0,0.3,0.0,0.619,0.0,0.634,BHARTIARTL,2022-05-25 00:00:00,688.2000122070312,0
0.0,0.0,10.0,15.021,15.021,50.07,2.0,1.0,-1.0,0.0,0.0,-4.844,0.0,0.3,0.0,6.174,0.0,0.634,BHARTIARTL,2022-06-01 00:00:00,694.6500244140625,0
6.0,0.0,12.0,16.467,16.467,54.891,2.0,1.0,-1.0,0.0,0.0,-2.613,0.0,0.3,0.0,1.213,0.0,0.657,BHARTIARTL,2022-06-08 00:00:00,663.2999877929688,0
6.0,0.0,12.0,18.415,18.415,17.088,2.0,2.0,-1.0,-1.0,1.0,-4.114,0.0,1.078,0.0,1.243,0.0,0.713,BHARTIARTL,2022-06-15 00:00:00,682.0999755859375,0
6.0,0.0,12.0,22.39,22.39,38.052,2.0,1.0,-1.0,-1.0,1.0,-3.169,0.0,0.588,0.0,0.487,0.0,0.811,BHARTIARTL,2022-06-22 00:00:00,642.8499755859375,0
5.0,0.0,12.0,19.314,19.314,1.782,2.0,1.0,1.0,-1.0,0.0,-12.751,0.0,10.837,0.0,0.468,0.0,0.844,BHARTIARTL,2022-06-29 00:00:00,687.7999877929688,0
5.0,0.0,12.0,17.603,17.603,1.635,2.0,1.0,1.0,-1.0,0.0,-10.919,0.0,10.766,0.0,0.515,0.0,0.78,BHARTIARTL,2022-07-06 00:00:00,693.9500122070312,0
1.0,0.0,4.8,9.003,9.003,1.887,3.0,1.0,1.0,-1.0,0.0,-4.823,0.0,4.771,0.0,1.25,0.0,0.407,BHARTIARTL,2022-07-13 00:00:00,643.5,1
5.0,0.0,12.0,17.559,17.559,1.425,3.0,1.0,1.0,-1.0,0.0,-11.641,1.0,12.323,0.0,1.097,0.0,0.769,BHARTIARTL,2022-07-20 00:00:00,670.6500244140625,1
9.0,0.0,3.8,10.188,10.188,3.506,3.0,1.0,-1.0,0.0,0.0,-8.803,0.0,2.905,0.0,0.795,0.0,0.468,BHARTIARTL,2022-07-27 00:00:00,674.9000244140625,0
1.0,0.0,4.6,10.506,10.506,35.019,2.0,1.0,1.0,0.0,0.0,-1.928,1.0,0.3,0.0,0.958,0.0,0.481,BHARTIARTL,2022-08-03 00:00:00,693.1500244140625,0
1.0,0.0,5.6,13.193,13.193,43.976,1.0,1.0,1.0,0.0,0.0,-0.383,1.0,0.3,0.0,1.844,0.0,0.615,BHARTIARTL,2022-08-11 00:00:00,709.7999877929688,0
1.0,0.0,6.6,15.961,15.961,53.205,1.0,1.0,1.0,0.0,0.0,-0.38,1.0,0.3,0.0,1.534,0.0,0.739,BHARTIARTL,2022-08-19 00:00:00,732.2999877929688,0
1.0,0.0,7.6,18.798,18.798,62.659,2.0,1.0,1.0,1.0,1.0,-1.75,0.0,0.3,0.0,1.348,0.0,0.829,BHARTIARTL,2022-08-26 00:00:00,730.8499755859375,0
1.0,0.0,8.6,18.927,18.927,63.091,2.0,1.0,1.0,1.0,1.0,-2.546,0.0,0.3,0.0,0.775,0.0,0.82,BHARTIARTL,2022-09-05 00:00:00,740.4000244140625,0
5.0,0.0,12.0,19.23,19.23,51.667,2.0,1.0,1.0,1.0,1.0,-1.321,0.0,0.372,0.0,0.514,0.0,0.894,BHARTIARTL,2022-09-12 00:00:00,769.1500244140625,0
5.0,0.0,12.0,20.766,20.766,50.594,4.0,1.0,1.0,1.0,1.0,-1.391,0.0,0.41,0.0,2.207,0.0,1.0,BHARTIARTL,2022-09-19 00:00:00,782.75,0
5.0,0.0,12.0,21.812,21.812,63.491,3.0,1.0,1.0,1.0,1.0,-3.218,0.0,0.344,0.0,0.981,0.0,1.0,BHARTIARTL,2022-09-26 00:00:00,755.0499877929688,0
5.0,0.0,12.0,22.534,22.534,4.688,1.0,1.0,1.0,1.0,1.0,-1.125,0.0,4.807,0.0,0.771,0.0,1.0,BHARTIARTL,2022-10-03 00:00:00,803.3499755859375,0
6.0,0.0,12.0,29.215,29.215,1.243,3.0,1.0,-1.0,1.0,0.0,-26.02,0.0,23.512,0.0,0.365,0.0,1.0,BHARTIARTL,2022-10-11 00:00:00,780.2999877929688,0
6.0,0.0,12.0,22.747,22.747,1.52,3.0,1.0,-1.0,1.0,0.0,-15.327,1.0,14.963,0.0,0.495,0.0,0.932,BHARTIARTL,2022-10-18 00:00:00,783.1500244140625,0
6.0,0.0,12.0,22.603,22.603,1.15,3.0,1.0,-1.0,1.0,0.0,-20.762,0.0,19.647,0.0,0.056,0.0,0.922,BHARTIARTL,2022-10-25 00:00:00,802.2999877929688,0
6.0,0.0,12.0,23.191,23.191,1.084,1.0,1.0,-1.0,1.0,0.0,-22.749,0.0,21.395,0.0,1.145,0.0,0.978,BHARTIARTL,2022-11-02 00:00:00,809.8499755859375,0
6.0,0.0,12.0,21.872,21.872,1.342,1.0,1.0,-1.0,1.0,0.0,-19.36,0.0,16.3,0.0,0.436,0.0,0.928,BHARTIARTL,2022-11-10 00:00:00,825.75,0
6.0,0.0,12.0,21.555,21.555,1.413,2.0,1.0,-1.0,1.0,0.0,-22.588,0.0,15.26,0.0,0.384,0.0,0.944,BHARTIARTL,2022-11-17 00:00:00,846.1500244140625,0
5.0,0.0,12.0,20.676,20.676,68.92,1.0,1.0,1.0,1.0,1.0,-2.01,0.0,0.3,0.0,0.538,0.0,1.0,BHARTIARTL,2022-11-24 00:00:00,848.3499755859375,0
5.0,0.0,12.0,20.542,20.542,10.796,2.0,1.0,1.0,1.0,1.0,-1.371,0.0,1.903,0.0,0.835,0.0,1.0,BHARTIARTL,2022-12-01 00:00:00,848.5999755859375,0
5.0,0.0,12.0,12.872,12.872,42.906,2.0,2.0,1.0,1.0,1.0,-3.085,0.0,0.3,0.0,0.63,0.0,0.718,BHARTIARTL,2022-12-08 00:00:00,832.5999755859375,0
6.0,0.0,12.0,13.714,13.714,1.812,2.0,2.0,-1.0,1.0,0.0,-10.09,0.0,7.569,0.0,1.324,0.0,0.709,BHARTIARTL,2022-12-15 00:00:00,826.3499755859375,0
6.0,0.0,12.0,14.218,14.218,1.376,2.0,2.0,-1.0,0.0,0.0,-8.072,0.0,10.33,0.0,0.951,0.0,0.709,BHARTIARTL,2022-12-22 00:00:00,816.5999755859375,0
6.0,0.0,12.0,12.535,12.535,9.545,2.0,2.0,-1.0,0.0,0.0,-5.784,0.0,1.313,0.0,0.581,0.0,0.688,BHARTIARTL,2022-12-29 00:00:00,820.75,0
6.0,0.0,12.0,12.905,12.905,2.508,2.0,3.0,-1.0,0.0,0.0,-6.837,0.0,5.145,0.0,0.634,0.0,0.661,BHARTIARTL,2023-01-05 00:00:00,807.0999755859375,0
6.0,0.0,12.0,14.225,14.225,7.723,2.0,1.0,-1.0,0.0,0.0,-1.849,1.0,1.842,0.0,5.492,0.0,0.676,BHARTIARTL,2023-01-12 00:00:00,756.9000244140625,0
6.0,0.0,12.0,14.024,14.024,31.565,2.0,4.0,-1.0,-1.0,1.0,-3.313,0.0,0.444,0.0,1.043,0.0,0.672,BHARTIARTL,2023-01-19 00:00:00,772.0,0
6.0,0.0,12.0,14.024,14.024,27.225,2.0,4.0,-1.0,-1.0,1.0,-3.306,0.0,0.515,0.0,1.203,0.0,0.674,BHARTIARTL,2023-01-27 00:00:00,774.5,0
9.0,0.0,2.2,3.699,3.699,1.236,2.0,2.0,-1.0,-1.0,1.0,-2.795,0.0,2.994,0.0,0.534,0.0,0.189,BHARTIARTL,2023-02-03 00:00:00,792.9000244140625,1
9.0,0.0,3.2,5.176,5.176,2.336,3.0,2.0,-1.0,-1.0,1.0,-1.328,0.0,2.215,0.0,1.095,0.0,0.264,BHARTIARTL,2023-02-10 00:00:00,771.9500122070312,0
5.0,0.0,12.0,12.772,12.772,1.599,1.0,4.0,1.0,-1.0,0.0,-8.785,1.0,7.986,0.0,0.66,0.0,0.68,BHARTIARTL,2023-02-17 00:00:00,776.7999877929688,0
5.0,0.0,12.0,11.967,11.967,1.171,3.0,4.0,1.0,-1.0,0.0,-10.578,0.0,10.223,0.0,0.796,0.0,0.639,BHARTIARTL,2023-02-24 00:00:00,757.0999755859375,0
5.0,0.0,12.0,13.122,13.122,1.129,2.0,2.0,1.0,-1.0,0.0,-12.419,0.0,11.626,0.0,0.933,0.0,0.672,BHARTIARTL,2023-03-03 00:00:00,764.4000244140625,1
